Message,Status,Department
samsat bumiayu brebes terindikasi pungli pak masa biaya balik nama sepeda motor roda dua di minta jt,Selesai,badan pengelola pendapatan daerah
lapor pak ganjar saya hari ini sedang ganti plat nomor di samsat kecamatan bumiayu kabupaten brebes saat proses penggesekan motor ada oknum yg narikin uang biaya adm gesek rb bu saat saya kasih uang nya ternyata kanan kiri saya yg sedang proses gesek motor tdk ditarik ,Selesai,badan pengelola pendapatan daerah
samsat bumiayu kurang pelayanan nya gak antri urut nomor antrian ntah karna ada uang lebih jadi nya d dahulukan,Selesai,badan pengelola pendapatan daerah
jalan rusak parah sudah dibeneri berkali kali tetep rusak juga padahal jalan utama jalan provinsi jalan ekonomi untuk masyarakat berangkat kerja kepasar sekolah dan lainnya tepatnya di karanganyar sirampog,Selesai,dinas pekerjaan umum bina marga cipta karya
pak misalkan pelayanan ktp kk dan akta kelahiran disetiap kecamatan yang penduduknya banyak itu ditambahkan set lagi mungkin tidak harus ngantri sampe hari pak dan menurut saya yang ribet itu saya ngurus akta kematian kk ktp dan akta kelahiran bayi saya harus per satu sedangkan ngurus saja harus beberapa hari apa g ada sistem yang cerdas kerja itu lebih enak kalau menunggu kerjaan dateng dari pada ditunggu kerjaan yang menumpuk ,Selesai,"dinas pemberdayaan masyarakat, desa, kependudukan dan pencatatan sipil"
alamat kabupaten kota brebes kecamatan losari kelurahan kedungneng laporan apa iya buat akte anak sama ktp elektrik bayar ya,Selesai,"dinas pemberdayaan masyarakat, desa, kependudukan dan pencatatan sipil"
bagaimana proses pembayaran pajak kendaran bermotor dan baliknama kendaraan hari ini tanggal pukul saya mendatangi samsat pembantu bumiayu untuk membayar pajak dan baliknama kendaran bermotor memanfaatkan momen pembebasan denda dan gratis bea balik nama persyaratan lengkap sesuai arahan dari media sosial samsat brebes pada saat mendatangi cek fisik kendaraan langsung diarahkan untuk ke loket saja dulu pak di cek dulu berkas nya kemudian pada saat di loket langsung diberitahu petugas loket bahwa ini harus ke samsat brebes tidak bisa diproses disini bumiayu harus disamsat brebes dulu pak saya berkata tidak bisa diproses disini ya mas ya pak tidak bisa kemudian petugas menyatakan tapi kami bisa membantu proses dari sini pak kemudian saya tanya oh bisa ya mas kalau dibantu dari sini estimasi biaya berapa petugas loket menyatakan kalau dibantu dari sini biaya nya rp dua juta tiga ratus ribu rupiah petugas loket bilang itu sudah terima beres sedangkan saya cek diaplikasi sakpole jateng biaya estimasi sekitar rp belum termasuk potongan pembebasan denda pajak bea balik nama rp yang saya pertanyakan kepada gubernur dan jajarannya apakah memang demikian proses pembayaran pajak maupun balik nama kendaraan harus seperti ini kalau memang seperti ini saya akan mengikuti peraturan dan arahan petugas loket tersebut mohon info dan penjelasannya terima kasih,Selesai,badan pengelola pendapatan daerah
alamat kabupaten kota brebes kecamatan bulakamba kelurahan pakijangan laporan selamat siang pak saya warga brebes saya mau chek nik secara onlin di website dsidukcapil tpi slalu gak bisa dengan alasan sistem sedang mengalami perbaikan tpi ini sudah bulan kaya gtu trrus bgmn pak solusinya saya sedang berada dikota surakarta sudah jarang pulang kebrebes,Selesai,"dinas pemberdayaan masyarakat, desa, kependudukan dan pencatatan sipil"
alamat kabupaten kota kab brebes kecamatan bantarkawung kelurahan pengarasan laporan saya dan ribuan warga lainnya yang bayar pajak kendaraan di samsat keliling yang mangkal d kantor kecamatan bantarkawung kami dimintai pungutan liar sebesar per orang alasannya utk membantu biaya operasional listrik krn listrik numpang d kantor kecamatan tidak ada kwitansi utk uang rb tersebut sangat tidak logis utk listrik komputer perorang dimintai rb jika ada seratus orang yg bayar pajak berarti rb buat listrik dikali hari berarti jt gila ya dan praktik itu sy yakin berlangsung setiap hari kalau utk operasional memangnya dari uang pajak yg d bayar rakyat tidak dialokasikan utk operasional atau listrik masyarakat tidak ada yg berani protes krn khawatir mereka tdk dilayani dipersulit atau malas adu argumen rb mungkin buat perorangan tidak besar tp buat masyarakat yg taat pajak malah sial kena palak liar petugas seragam coklat tolong disidak dan ditindak perilaku kebiasaan pungli spt itu pecat pelakunya akan sy pantau dilapangan laporan sy ini kejadian,Selesai,badan pengelola pendapatan daerah
lapor gub katanya sedang ada pemutihan bnkb ii tapi kenapa masih di kenakn tarif setengah nya mohon penjelasan nya matur suwun,Selesai,badan pengelola pendapatan daerah
bayar pajak tahunan ko lama banget saya datang jam pagi sampai sekarang jam belum juga rampung katanya error ini lah yang membuat orang bayar pajak jadi males karna sistem yg sangat buruk ,Selesai,badan pengelola pendapatan daerah
pendangkalan sungai di sepanjang jl sultan agung brebes mohon diadakan pengerukan karena kekhawatiran warga jelang musim hujan tiba,Selesai,dinas pekerjaan umum sumber daya air dan penataan ruang
tolong laporgub jtg ganjar pranowo pak ktp durusi kab brebes kec jatibarang gawe ktp ko suee nemen wulan wulanan pimen kie,Selesai,"dinas pemberdayaan masyarakat, desa, kependudukan dan pencatatan sipil"
jln rusak parah di kecamatan sirampog kab brebes tolong pak di perbaiki bpjtegal,Selesai,dinas pekerjaan umum bina marga cipta karya
heran aku jalan raya pagojengan sehabis fly over kretek kecamatan paguyangan banyak jalan berlubang bodol banyak pengendara sepeda motor ngindari lubang malah nabrak terjadi laka apa meh nunggu korban jiwa baru ana tindakan perbaikan lubang jalan lubang sudah parah mbahayakan pengendara sepeda motor di pas turunan jl raya pagojengan jalan rame pas smp negri lalu lintas rame ,Selesai,dinas pekerjaan umum bina marga cipta karya
alamat kabupaten kota brebes kecamatan jatibarang kelurahan jatibarang laporan mohon maaf pak saya simpatisan pak ganjar pranowo ini saya mau nanya ini knp di kecamatan jatibarang kabupaten brebes untuk flow proses pembikinan e ktp gak lgsg jadi hari ini juga dgn alasan petugas kecamatanya blangko kosong sdh bulan terakhir dari pusatnya jg kosong dan harus menunggu beberapa hari atau minggu tetapi yg saya herankan knp tiap hari ada pengambilan e ktp yg jadi dikantor kecamatan mohon dgn sangat agar lebih maksimal jd masyarakat tdk bolak balik ke kantor kecamatan mohon dgn sangat kepada bapak untuk sidak atau cari jalan keluarnya demi masyarakat jawatengah,Selesai,"dinas pemberdayaan masyarakat, desa, kependudukan dan pencatatan sipil"
masalah kesulitan bikin e ktp blangko kosong terus susah amat pengen jadi masyarakat baik ,Selesai,"dinas pemberdayaan masyarakat, desa, kependudukan dan pencatatan sipil"
saya pindahan dari karawang karna ikut domisili istri saya saya mau tanya apa benar di brebes kekurangan bangkok e ktp karna saya sudah cukup lama belum jadi ,Selesai,"dinas pemberdayaan masyarakat, desa, kependudukan dan pencatatan sipil"
assalamualaikum pak ganjar pajak kendaraan bermotor kenpa skrang mahal banget nggeh pernh beli motr tpi orange udh jauh akhire nembak ktp harus bayar sampe rb per ktp tkp samsat brebes pak mohon tindak lnjute nggih pak,Selesai,badan pengelola pendapatan daerah
alamat kabupaten kota kab brebes kecamatan kec tonjong kelurahan kel tonjong laporan mau tanya pak apakah bayar pajak kendaraan diharuskan ada ktp pemilik sesuai di stnk karna saya mau bayar pajak kendaraan tetapi tidak bisa dikarenakan tidak ada ktp pemilik kendaraan tersebut lokasi samsat bumiayu kab brebes,Selesai,badan pengelola pendapatan daerah
ideo mobil saat melintas di jalan provinsi di ruas jalan bumiayu kabupaten brebes bumijawa kabupaten tegal tepatnya di ruas jalan desa sridadi kecamatan sirampog brebes meskipun pemeliharaan dan pengepresan jalan terus dilakukan pihak bina marga jawa tengah kondisi jalan tetap sangat memprihatinkan ini terjadi karena tingginya intensitas hujan yang mengguyur wilayah setempat sehingga pergerakan tanah memicu amblasnya jalan ,Selesai,dinas pekerjaan umum bina marga cipta karya
assalamu alaikum wr wb pak gubernur kejadian longsor tebing sungai pemali tepatnya di belakang gedung mi tarbiyatul athfal dan pemukiman penduduk sekitar kk tanggal november sekitar jam di wilayah penanjung rt desa pruwatan kec bumiayu brebes jawa tengah mohon ada perhatian dari pihak propinsi ,Selesai,dinas pekerjaan umum sumber daya air dan penataan ruang
pelayanan samsat brebes sangat lambat pak pajak tahunan bisa nunggu sampai jam lebih ganti plat bisa nyampe stengah hari mohon bisa d tindak lanjuti supaya bisa lebih optimal terima kasih,Selesai,badan pengelola pendapatan daerah
sampai saat ini belum juga ada perbaikan dari dinas terkait semoga saja fly over serta pasar tidak roboh akibat kerusakan terebut samping ruas jalan nasional flya over kretek desa taraban kec paguyangan kab brebes,Selesai,dinas pekerjaan umum bina marga cipta karya
assalamu alaikum pak ganjar dan adminnya saya warsito wong kebumen tapi kerja di cirebon setiap sebtu minggu balik kebumen jalan sepanjang brebes sampai kebumen selain cor coran pada berlubang pak kalo pulang naik motor sangat extra hati mbokan ngantem bolongan matur nuwun klo liat di google maps jalan nasional jalur bis malam jakarta jogja prupuk ke selatan linggapura bumiayu ajibarang belok kanan ke wangon jatilawang rawalo sampang buntu sumpiuh tambak gombong karanyyar kebumen,Selesai,dinas pekerjaan umum bina marga cipta karya
sudah hapir bulan pekerjaan di jembatan sungai pemali tidak ada perubahan kpn selesainya pak gubernur ,Selesai,dinas pekerjaan umum bina marga cipta karya
alamat kabupaten kota semarang kecamatan ungaran kelurahan ungaran barat laporan status saya sudah menikah dan ingin pecah kk dengan orang tua tetapi beda kota satu provinsi yang perlu disiapkan apa aja prosedurnya bagaimana lalu apakah bisa via online karena waktu yg sulit untuk mengurus antar kota pecah kk dari alamat bumiayu brebes lalu pindah ke ungaran barat semarang terimakasih,Selesai,"dinas pemberdayaan masyarakat, desa, kependudukan dan pencatatan sipil"
tolonglah pak ganjarpranowo sahabat brebes brebesku infoirigasi bawahannya diinstruksikan kalo pengerjaan sayap dan plester lantai kali mbok ya jangan di musim tanam padi di sawah airnya pada kering karena kalinya dibendung terus sedangkan hujan jg tidak tentu desa rungkang kecamatan losari kabupaten brebes,Selesai,dinas pekerjaan umum sumber daya air dan penataan ruang
laporannya diteruskan ke laporgub dpubmckjateng sekalian di fo kretek aspalnya mengelupas juga belum diperbaiki pict perkiraan lokasi lubang di dekat jl paguyangan damsari pagojengan kec paguyangan kabupaten brebes jawa tengah ,Selesai,dinas pekerjaan umum bina marga cipta karya
alamat kabupaten kota brebes kecamatan bantarkawung kelurahan terlaya laporan selamat siang mohon maaf mengganggu waktunya izin lapor pak untuk jalan provinsi menghubungkan kabupaten brebes dan kabupaten cilacap ada ruas jalan yang rusak dan belum disentuh sepanjang km arah bumiayu salem tepatnya di desa terlaya kecamatan bantarkawung kabupaten brebes mohon diperhatikan nggih pak terimakasih,Selesai,dinas pekerjaan umum bina marga cipta karya
selamat sore min saya mau laporan di ruas jalan provinsi kan ada proyek pelebaran jalan trs tanah nya di keruk kenapa kita tidak boleh minta tanah itu yah sedangkan tanah itu di keruk di depan rumah sendiri dan sudah di cor sya minta buat ngurug rumah juga minta tanah yg ada di depan rumah sendiri min kata yang kerja gk boleh ,Selesai,dinas pekerjaan umum bina marga cipta karya
alamat kabupaten brebes kecamatan kecamatan jatibarang kelurahan desa kemiriamba laporan tanggul di desa kemiriamba semakin parah pak gubenur belum di lakukan penangulangan tanggul yang deket jalan raya desa kemiriamba ,Selesai,dinas pekerjaan umum sumber daya air dan penataan ruang
assalamualaikum pak ibu itu video kondisi kali pemali kabupaten brebes tepatnya di desa kebandungan suka longsor pak ibu sudah dekat ke permukiman warga mohon bantuannya pak ibu,Selesai,dinas pekerjaan umum sumber daya air dan penataan ruang
aspal jalan pantura losari brebes duh bodol sekali bapak,Selesai,dinas pekerjaan umum bina marga cipta karya
assalamu alaikum pak ganjar dan admin ijin melapor jalan dr exit tol pejagan ke arah utara baru di benerin br bulanan tp sudah banyak lobang yg menganga bahkan pagi ini hari selasa februari jam pagi ada kecelakaan orang pemotor meninggal dunia karena tergilas truk trailer di karenakan lobang jalan yg menganga dan sangat membahayakan mohon pak selidiki knp blm ada bulan jalan sudah berlubang banyak sekali knp kualitas perbaikan dan aspalnya tidak layak sprti itu terima kasih,Selesai,dinas pekerjaan umum bina marga cipta karya
asaalamualikum pak ganjar semoga sehat selalu snantiasa istiqomah dalam mengemban amanah pak jalan pantura di desa kemurang brebes yang arah tol pejagan brebes sering berlobang dan hari ini tgl memakan korban krna lubang akhirnya terlindah truk kontener monggo bapak sering sidak pengerjaan proyek jalan disitu pak karna jalan baru di perbaiki siang hari besok pagi nya sudah hancur monggo pak kualitas perbaikanya di tingkatkan matrialnya di tingkatkan dan pengerjaanya di awasi dengan betul sesuai dengan stndrd yang ada terimakasih wassalamualikum sehat selalu pak ganjar,Selesai,dinas pekerjaan umum bina marga cipta karya
ini pak exit tol pejagaan tadi pagi makan korban lagi sudah banyak pak korbannya tolong segera ditindak lanjuti https panturapost com jalan rusak di brebes makan korban orang tewas terlindas truk usai jatuh gegara lubang ,Selesai,dinas pekerjaan umum bina marga cipta karya
selamat malam pak jalan raya pejagan kemurang wetan brebes banyak berlubang sampai menyebabkan korban jiwa masalahnya jalan baru bulan diperbaiki selang seminggu kena hujan rusak pak aspalnya setiap tahun berulang diperbaiki minggu rusak diperbaiki minggu rusak setiap tahun seperti itu tp ko jalan kemurang ketanggungan awet saya orang awam tentang proyek pembuatan jalan kenapa hanya area di situ yg gampang rusak jika tidak ada lubang motor itu tidak jatuh dan kelindes truk ,Selesai,dinas pekerjaan umum bina marga cipta karya
alamat kabupaten kota brebes kecamatan larangan kelurahan karangbale rt rw laporan mohon tindakannya pak untuk normalisasi gorong gorong supaya banjir tidak lagi masuk rumah kami,Selesai,dinas pekerjaan umum sumber daya air dan penataan ruang
alamat kabupaten brebes kecamatan kecamatan jatibarang kelurahan desa kemiriamba laporan tanggul di desa kemiriamba yang kemarin di laporkan mau roboh sekarang jebol karena tida ada tanggul bantuan untuk menahan pak gubenur sekarang kondisi desa sedang banjir mohon agar proses lelang tanggul cepat dil dan cepat di perbaiki pak gubenur trimakasih mohon di bantu pak gubenur proses lelang nya agar secepatnya di perbaiki ,Selesai,dinas pekerjaan umum sumber daya air dan penataan ruang
